timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
368274390,0.0,0.0,0.0,0.0
368473828,0.0,0.0,0.0,0.0
368673092,0.0,0.0,0.0,0.0
368872451,0.0,0.0,0.0,0.0
369071792,0.0,0.0,0.0,0.0
369275655,0.0,0.0,0.0,0.0
369474995,0.0,0.0,0.0,0.0
369674414,0.0,0.0,0.0,0.0
369873753,0.0,0.0,0.0,0.0
370073045,0.0,0.0,0.0,0.0
370272424,0.0,0.0,0.0,0.0
370471813,0.0,0.0,0.0,0.0
370672623,0.0,0.0,0.0,0.0
370874961,0.0,0.0,0.0,0.0
371072807,0.0,0.0,0.0,0.0
371273657,0.0,0.0,0.0,0.0
371473085,0.0,0.0,0.0,0.0
371672431,0.0,0.0,0.0,0.0
371873215,0.0,0.0,0.0,0.0
372075593,0.0,0.0,0.0,0.0
372274926,0.0,0.0,0.0,0.0
372474270,0.0,0.0,0.0,0.0
372673633,0.0,0.0,0.0,0.0
372872981,0.0,0.0,0.0,0.0
373073840,0.0,0.0,0.0,0.0
373273247,0.0,0.0,0.0,0.0
373475547,0.0,0.0,0.0,0.0
373674891,0.0,0.0,0.0,0.0
373874289,0.0,0.0,0.0,0.0
374073619,0.0,0.0,0.0,0.0
374274454,0.0,0.0,0.0,0.0
374472389,0.0,0.0,0.0,0.0
374671709,0.0,0.0,0.0,0.0
374872503,0.0,0.0,0.0,0.0
375074861,0.0,0.0,0.0,0.0
375272732,0.0,0.0,0.0,0.0
375473560,0.0004455434,0.00038247084,4.9428967e-05,0.0
375672923,0.00010216907,0.000541929,-0.00013036239,0.0
375872332,0.00072261266,0.0008004894,-0.00016612031,0.0
376071639,0.0022736043,0.004069879,-0.00019795354,0.0
376275484,0.0057999017,0.00713893,0.00016205106,0.0
376474832,0.0037737275,0.008420408,0.00082771044,0.0
376674178,0.0053726425,0.008332656,0.0013845175,0.0
376873539,0.006568132,0.010917882,0.0018528808,0.0
377072948,0.007548649,0.011656026,0.0022054447,0.0
377272255,0.0069398563,0.013095733,0.002498149,0.0
377471608,0.006810173,0.013081299,0.002762526,0.0
377675456,0.0066362466,0.013638098,0.002816768,0.0
377874804,0.00645699,0.0136256395,0.0029028659,0.0
378074204,0.006831812,0.013412065,0.002970442,0.0
378273548,0.007646115,0.014243015,0.0033830486,0.0
378472859,0.008008088,0.013564229,0.0039000213,0.0
378672222,0.008040163,0.014296572,0.004531992,0.0
378871591,0.007358137,0.014097815,0.0051636896,0.0
379072444,0.0077945376,0.013937763,0.0059535983,0.0
379274787,0.007152628,0.014176627,0.006712672,0.0
379472632,0.006739009,0.0142633775,0.0070573436,0.0
379673489,0.005788859,0.01574926,0.0073334523,0.0
379872880,0.006175952,0.014769563,0.0075781215,0.0
380072246,0.006390253,0.014616307,0.0077759777,0.0
380271548,0.0066924985,0.01474622,0.007877497,0.0
380475412,0.0062217135,0.015720995,0.007830143,0.0
380674756,0.006178103,0.016197633,0.007965256,0.0
380874115,0.005802633,0.01708678,0.008350767,0.0
381073480,0.0048707635,0.016277045,0.008694625,0.0
381272860,0.004850746,0.016499657,0.009175233,0.0
381472176,0.0045347447,0.017407984,0.009652462,0.0
381671526,0.0047077555,0.016036237,0.009824066,0.0
381873879,0.004333124,0.016290294,0.0096083945,0.0
382074739,0.004782433,0.016347755,0.009425413,0.0
382274131,0.005050047,0.016496116,0.00916843,0.0
382473511,0.0054133614,0.015910711,0.008942404,0.0
382672798,0.005909316,0.015807278,0.008729046,0.0
382872168,0.0054036025,0.016712537,0.008515744,0.0
383071578,0.0054886206,0.016401013,0.008592097,0.0
383272371,0.0060902564,0.016158298,0.008721415,0.0
383474774,0.0057958374,0.015931446,0.008914458,0.0
383672575,0.0062039164,0.016215436,0.008996973,0.0
383873437,0.0062316763,0.015719308,0.0090256315,0.0
384072788,0.0057653147,0.015188587,0.009027001,0.0
384272192,0.0057406574,0.0147271585,0.008885575,0.0
384473000,0.005296038,0.015445923,0.008727417,0.0
384672428,0.005346545,0.014913444,0.00854068,0.0
384874718,0.004813279,0.014379422,0.008139062,0.0
385074060,0.005009736,0.014601736,0.007913441,0.0
385273502,0.005878348,0.014155422,0.007720573,0.0
385472813,0.005661237,0.014098508,0.0075337323,0.0
385672136,0.0052755703,0.01444504,0.007394173,0.0
385871492,0.0056280387,0.014171092,0.0072883023,0.0
386072353,0.005717676,0.014369647,0.0070431666,0.0
386274702,0.0059733153,0.014786873,0.0069179987,0.0
386474084,0.006894703,0.0147422105,0.0067966497,0.0
386673477,0.008136817,0.016539175,0.006645786,0.0
386872762,0.0076287976,0.016671263,0.0068466663,0.0
387072120,0.008202251,0.016048843,0.007197768,0.0
387271496,0.0077493945,0.015488508,0.0075512384,0.0
387475334,0.007493242,0.016128452,0.008014317,0.0
387674698,0.0071316073,0.016291924,0.008597741,0.0
387874062,0.007445773,0.015689382,0.009086595,0.0
388073408,0.0077325557,0.014880444,0.009156508,0.0
388272776,0.0077355094,0.015578419,0.009309785,0.0
388472169,0.007409157,0.015368861,0.009490092,0.0
388673037,0.0070999116,0.014496685,0.009700349,0.0
388875339,0.0063570645,0.014975707,0.0098914085,0.0
389073201,0.006369486,0.014334859,0.010063986,0.0
389274048,0.0058957683,0.014724726,0.010207022,0.0
389473430,0.0053181355,0.01463958,0.010227635,0.0
389672812,0.004927148,0.014765499,0.0101703005,0.0
389872111,0.0057364134,0.014546479,0.010362668,0.0
390071481,0.0052101994,0.013886109,0.01071829,0.0
390272333,0.004031975,0.013937185,0.011384289,0.0
390474680,0.0017786351,0.013111421,0.012094179,0.0
390674052,-0.0009815786,0.0151731465,0.012697664,0.0
390873451,-0.0014164845,0.015970083,0.013017806,0.0
391072765,-0.001827686,0.015733765,0.012751709,0.0
391272118,-0.0019905102,0.015892798,0.0121534355,0.0
391471545,-0.0011202306,0.015022706,0.011317287,0.0
391675329,-0.0018360309,0.015363378,0.010291198,0.0
391874697,-0.0010283386,0.014951654,0.008968087,0.0
392072542,0.0013397682,0.013124331,0.0076642223,0.0
392273406,0.0012043426,0.013339021,0.0067439177,0.0
392472776,0.0010175895,0.014251836,0.005883007,0.0
392672160,0.0028198159,0.016078703,0.0050274213,0.0
392873018,0.0056414437,0.016685333,0.004466107,0.0
393075333,0.0070968126,0.014471951,0.00466318,0.0
393273202,0.006539928,0.015236102,0.0061297254,0.0
393474077,0.0060802847,0.015181797,0.008691114,0.0
393673435,0.0058995467,0.016887689,0.011738342,0.0
393872764,0.007285936,0.016559834,0.014379236,0.0
394072120,0.007364475,0.016733687,0.016267922,0.0
394271488,0.0058252783,0.017148554,0.017643642,0.0
394472343,0.005041325,0.016187456,0.017832307,0.0
394674706,0.0036236984,0.018138852,0.016907012,0.0
394874060,0.0032699204,0.021543467,0.015681649,0.0
395073480,0.0051025846,0.020206975,0.014424763,0.0
395272769,0.0050376994,0.02093947,0.0133656,0.0
395472130,0.006693198,0.020764045,0.012687008,0.0
395671512,0.0060297465,0.020302229,0.011995124,0.0
395875365,0.0071914447,0.02131579,0.011909232,0.0
396074712,0.008058657,0.019941373,0.01228503,0.0
396272567,0.0074696247,0.018330837,0.013035624,0.0
396473461,0.007032003,0.01609685,0.014212801,0.0
396672779,0.0068120807,0.015725521,0.015235827,0.0
396872202,0.007934797,0.015298962,0.015811872,0.0
397073006,0.008783327,0.015148539,0.016082836,0.0
397275363,0.009317275,0.012904217,0.016112061,0.0
397474714,0.008961094,0.01280211,0.016325787,0.0
397674081,0.009374678,0.012408811,0.016974226,0.0
397873534,0.009215844,0.012192315,0.017760409,0.0
398072838,0.007868908,0.011923871,0.018491216,0.0
398272205,0.007335607,0.012314113,0.01947927,0.0
398473037,0.0074393614,0.011679253,0.0202982,0.0
398673875,0.0059315846,0.011172229,0.021212278,0.0
398874732,0.0046038176,0.010632162,0.022315817,0.0
399074151,0.0049678474,0.010526432,0.022891525,0.0
399273525,0.004617783,0.010859628,0.023110976,0.0
399472816,0.0042766924,0.011958169,0.023120563,0.0
399672170,0.0029374692,0.012602506,0.022997817,0.0
399871599,0.0026947525,0.014408194,0.022762064,0.0
400072402,0.0037711097,0.015452225,0.022204058,0.0
400274753,0.0031053135,0.0161038,0.02103257,0.0
400472613,0.0030367216,0.016888754,0.019468294,0.0
400673483,0.0032432792,0.018705936,0.017932538,0.0
400872848,0.0031152004,0.0186285,0.01642667,0.0
401072244,0.0024617887,0.018107787,0.0150554925,0.0
401271547,0.0023448574,0.018012203,0.013652884,0.0
401475422,0.0014905286,0.01685491,0.01224466,0.0
401673268,0.0013705464,0.016226448,0.010876113,0.0
401874131,0.00076973916,0.015861541,0.009676906,0.0
402073494,0.0017760654,0.016235854,0.008717832,0.0
402272904,0.0019255683,0.016642457,0.0078047435,0.0
402472208,0.0018282401,0.016725233,0.007014013,0.0
402671585,0.0029328694,0.017483788,0.006128136,0.0
402872450,0.0022774874,0.017631581,0.005209904,0.0
403074794,0.0013221354,0.01836413,0.004277146,0.0
403274157,0.0020493187,0.018024405,0.0032632526,0.0
403472018,0.0036185475,0.016929695,0.0021880048,0.0
403672870,0.0031771571,0.017259333,0.00097508496,0.0
403872246,0.0034456924,0.017629521,-0.00013358977,0.0
404071611,0.0039554443,0.01771179,-0.0010339686,0.0
404272461,0.0045883944,0.01770674,-0.0016437276,0.0
404474832,0.0043734936,0.016413732,-0.0020775206,0.0
404672682,0.004626889,0.01658715,-0.0020265568,0.0
404873533,0.0053865653,0.015888155,-0.0015918538,0.0
405072952,0.0057393494,0.015720416,-0.0009148089,0.0
405272312,0.0056789443,0.015428388,1.1148942e-05,0.0
405473125,0.0045918333,0.01578982,0.0010712005,0.0
405672524,0.0047351895,0.015222434,0.0022439219,0.0
405874837,0.003918794,0.014695259,0.0033481598,0.0
406074207,0.003810644,0.015204943,0.0041909474,0.0
406273607,0.0028266138,0.016543198,0.0050661564,0.0
406472969,0.0030802644,0.0156463,0.0058180983,0.0
406672286,0.0032848136,0.01504936,0.006122182,0.0
406871656,0.0011080708,0.015633188,0.0065510203,0.0
407075504,-0.0019590794,0.015412134,0.0072179954,0.0
407271873,-0.0012153763,0.014342253,0.0074701654,0.0
407474293,-0.0020304434,0.015274609,0.007489079,0.0
407673678,-0.002403271,0.015186254,0.0072991154,0.0
407874464,-0.0028333648,0.015326185,0.0065520913,0.0
408072334,-0.0020995392,0.016737169,0.0054507176,0.0
408271721,-0.0021704577,0.018336201,0.0044809566,0.0
408472544,-0.0010885645,0.019042345,0.0040426184,0.0
408674931,-1.9901378e-05,0.018741963,0.0037613944,0.0
408872760,0.00036378772,0.019244868,0.003483478,0.0
409073626,0.0013402667,0.017988754,0.0033253764,0.0
409272998,0.0024247332,0.016799735,0.0032149388,0.0
409472362,0.0022406215,0.015297855,0.003242077,0.0
409671715,0.002529037,0.015234213,0.0034005258,0.0
409875573,0.0029484194,0.015500936,0.0037496362,0.0
410074972,0.0030766283,0.015713869,0.004015756,0.0
410274291,0.0034548568,0.015873116,0.004016707,0.0
410473697,0.0046722563,0.016543051,0.0039880034,0.0
410673078,0.005183863,0.016751565,0.0038207953,0.0
411071748,0.0050506704,0.014550864,0.0034881663,0.0
411275609,0.0055492637,0.014276096,0.0035524024,0.0
411471990,0.00530786,0.01457105,0.0036281478,0.0
411674346,0.006065969,0.01456742,0.003777797,0.0
411872210,0.0064254995,0.015106052,0.0037366985,0.0
412073062,0.005685501,0.01506948,0.0036053148,0.0
412272432,0.005291824,0.015741311,0.0034982895,0.0
412471822,0.005563047,0.015900906,0.0033959597,0.0
412675648,0.0060897,0.0156101035,0.0029822066,0.0
412875011,0.006180522,0.016633937,0.0025155405,0.0
413074372,0.006664884,0.016449213,0.0018995509,0.0
413273731,0.0065011587,0.015562121,0.0012294323,0.0
413473144,0.00596872,0.015780564,0.00069258176,0.0
413672506,0.0054010227,0.014809635,-1.2926107e-05,0.0
413871823,0.002891393,0.015205936,-0.0009022736,0.0
414075705,0.003680739,0.013548896,-0.0018210342,0.0
414275043,0.0038081736,0.012910445,-0.0029604977,0.0
414474418,0.00393644,0.012177265,-0.0042184554,0.0
414673783,0.0029688831,0.01142877,-0.005279223,0.0
414873172,0.0026724786,0.010969442,-0.0061184205,0.0
415072498,0.0027364262,0.011002247,-0.0068162126,0.0
415271869,0.0025605995,0.010574232,-0.007404326,0.0
415475729,0.0028100463,0.010873464,-0.008074232,0.0
415675093,0.0047127954,0.012021817,-0.008940806,0.0
415874476,0.0034969929,0.012927319,-0.009676085,0.0
416073810,0.0030910491,0.014118283,-0.010123055,0.0
416273177,0.004419817,0.014828029,-0.010157574,0.0
416472535,0.005449848,0.015286299,-0.009824323,0.0
416671948,0.006091274,0.015040542,-0.0094796885,0.0
416872762,0.0059169177,0.016882423,-0.008846648,0.0
417075140,0.0068765734,0.015078758,-0.007999758,0.0
417274498,0.007170852,0.012974226,-0.007169815,0.0
417473856,0.008590265,0.013598854,-0.006168432,0.0
417673225,0.008455603,0.014288168,-0.0045119007,0.0
417872578,0.007861775,0.014422838,-0.0028124321,0.0
418071950,0.008428206,0.015544997,-0.0011107515,0.0
418275821,0.0072900285,0.016137084,0.0002846942,0.0
418475178,0.007626554,0.01575347,0.0012305625,0.0
418674531,0.004969382,0.015114439,0.0020009312,0.0
418873935,0.004406477,0.014808209,0.0023882713,0.0
419073329,0.004720619,0.014573867,0.0027022874,0.0
419272663,0.0067877388,0.015662108,0.0030924815,0.0
419471990,0.011739471,0.013057156,0.0038450847,0.0
419675857,0.018340118,-0.03499575,0.008255067,0.0
419875241,0.02627652,-0.036008596,0.0091287475,0.0
420074635,0.034766514,-0.033972267,0.013006683,0.0
420273965,0.04698439,-0.0365328,0.015899442,0.0
420473318,0.056097414,-0.043913107,0.018550128,0.0
420672676,0.06622335,-0.049206357,0.021174662,0.0
420872105,0.076498,-0.05115783,0.023833076,0.0
421074418,0.08675389,-0.053586505,0.02639283,0.0
421275270,0.09709559,-0.055531763,0.029033009,0.0
421474638,0.10643388,-0.056967404,0.031817626,0.0
421673992,0.114109814,-0.05818478,0.034539755,0.0
421873381,0.120216034,-0.059134543,0.037077438,0.0
422072729,0.12557793,-0.059763048,0.03954817,0.0
422272086,0.13082337,-0.0602794,0.04221622,0.0
422474507,0.1362512,-0.06094702,0.044949897,0.0
422675345,0.14078775,-0.06175722,0.047565322,0.0
422874693,0.14439952,-0.06265023,0.05008851,0.0
423074090,0.14771233,-0.06349978,0.052705552,0.0
423273450,0.1503217,-0.06432806,0.055346806,0.0
423472773,0.15328808,-0.06531511,0.057922002,0.0
423672192,0.15639755,-0.066864155,0.060452696,0.0
423874556,0.15990065,-0.06904472,0.06305961,0.0
424072389,0.16388685,-0.07165585,0.06562816,0.0
424274743,0.16821152,-0.074758805,0.06820196,0.0
424474191,4.3216073e-06,1.6686276e-05,-4.1235427e-07,0.0
424673476,0.0,0.0,0.0,0.0
424872834,0.0,0.0,0.0,0.0
425072225,0.0,0.0,0.0,0.0
425274620,0.0,0.0,0.0,0.0
